,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F2: 130C  Sample  2  AB,normalized Abundance: F2: 131  Sample  2  B,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F3: 131  Sample  3  B,average_normalized : F1: 13,P VALUE of : F1: 13,average_normalized : F3: 1,P VALUE of : F3: 1,average_normalized_of_CONTROL
119,105.8,24.5,68.2,128.7,34.6,72.4,89.9,20.9,54.4,135.7,23.5,77.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18.903546503824987,15.12846873955199,89.9,96.74988825559713,66.836300126708,71.85054189065389,93.32494412779857,0.007588878562938501,69.34342100868093,0.00488227822500433,17.016007621688487
120,5844.2,7669.2,5754.2,6807.3,8789.2,6612.9,4432.2,5785.0,4248.9,5698.1,7577.4,5757.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5232.393135149644,4878.062086258777,4432.2,4062.5684470834053,6104.720567788774,5365.026843897464,4247.384223541702,0.08765897270324904,5734.873705843119,0.28498592651145893,5055.227610704211
121,18292.2,19723.7,12942.3,20618.4,22412.9,14477.1,13501.1,14669.3,9523.4,18885.8,20397.6,13229.7,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,20.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],13268.028455911955,13131.25336008024,13501.1,13464.98923815443,13364.582880723263,12328.937925431697,13483.044619077216,0.1318870648792717,12846.76040307748,0.6186335314858469,13199.640907996098
122,6849.4,6190.7,4418.4,7650.9,6930.8,5119.3,5146.2,4665.9,3345.6,6790.1,6118.9,4383.1,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4220.194145081196,3939.1313774657306,5146.2,4841.130554490273,4725.8987740145885,4084.6706895061625,4993.665277245136,0.048409152476212726,4405.2847317603755,0.48653494970658007,4079.6627612734637
123,12378.3,11079.7,8738.6,14767.4,13158.0,10388.2,11428.6,10345.4,8258.4,16769.2,14763.9,11626.9,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9357.165071802441,9504.476579739217,11428.6,11955.919131435221,9589.901284202597,10835.26673811211,11692.25956571761,0.05729159505384497,10212.584011157353,0.42606648959542287,9430.820825770828
124,3493.3,3554.9,2690.9,3855.6,3925.5,2970.7,2564.2,2631.9,2001.8,3530.0,3576.7,2807.1,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2380.490145618038,2302.5529421598126,2564.2,2516.7804387786136,2742.4115578233623,2615.974787824313,2540.4902193893067,0.06794665648357195,2679.193172823838,0.06283635775538837,2341.5215438889254
125,16622.7,17548.4,9188.8,20436.3,20974.6,11130.0,16261.8,17009.1,8937.0,21611.6,22514.3,11769.5,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,15384.32118843108,14493.909946506184,16261.8,15408.40003702773,10274.696414506352,10968.157623632309,15835.100018513866,0.28361819323742193,10621.427019069331,0.019573134130031672,14939.115567468632
126,6247.5,6288.8,4721.3,6612.1,6570.3,5015.0,4616.8,4591.5,3435.9,6574.4,6559.6,4911.1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4152.901137431217,4222.838448679372,4616.8,4687.343149208532,4629.6138830861955,4576.7210931153095,4652.071574604266,0.011257942343534078,4603.167488100753,0.013737727542871985,4187.869793055294
127,5247.4,3977.5,2868.7,5777.0,4510.1,3248.3,4308.3,3393.4,2426.2,6176.0,4763.0,3457.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3069.2485505301297,3066.2509194249415,4308.3,4403.296314418334,2998.6789185301877,3221.625464539436,4355.798157209167,0.023332259890149004,3110.152191534812,0.7686020524450539,3067.749734977536
128,6006.4,5293.1,3420.0,6766.5,6066.5,3872.2,4655.1,4196.6,2651.4,6422.2,5594.9,3626.0,31.0,30.0,26.0,31.0,30.0,26.0,31.0,30.0,26.0,31.0,30.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3795.723600858945,3601.798712805082,4655.1,4578.829273066292,3574.6342727988767,3379.118870240091,4616.964636533146,0.0405037873683156,3476.876571519484,0.24839376602163865,3698.7611568320135
129,6194.2,5440.4,3911.8,6955.6,6246.4,4307.8,5273.7,4794.2,3306.6,7310.4,6457.2,4518.6,21.0,22.0,20.0,21.0,22.0,20.0,21.0,22.0,20.0,21.0,22.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4336.23840424104,4156.916950852557,5273.7,5212.088305849059,3976.7598575391257,4210.9449881596465,5242.894152924529,0.03709557111096677,4093.852422849386,0.4154410945941074,4246.577677546798
130,2674.4,3673.7,2838.0,2883.0,3905.6,3111.0,2148.8,2880.8,2346.2,3142.2,4205.6,3354.8,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2605.614199436317,2707.416516215313,2148.8,2240.2910749943794,2871.9299681517755,3126.3838902044836,2194.54553749719,0.021873339759659577,2999.1569291781298,0.19164591498299122,2656.515357825815
131,5067.6,5958.1,4020.9,5544.5,6581.3,4360.6,3635.0,4234.4,2848.4,4824.5,5601.0,3738.4,25.0,28.0,25.0,25.0,28.0,25.0,25.0,28.0,25.0,25.0,28.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3829.9127902294986,3605.7256770310933,3635.0,3439.71876115791,4025.502352659156,3483.865963735675,3537.359380578955,0.3506383647026211,3754.6841581974154,0.9161840897090745,3717.819233630296
132,20303.1,18237.3,13379.8,22813.2,20679.2,14908.5,15112.6,13747.2,9909.3,20616.9,18496.6,13178.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12434.011219970473,11907.456803744566,15112.6,14699.20980970391,13762.83122153351,12280.757990078302,14905.904904851956,0.017166959029435984,13021.794605805906,0.44504571371101875,12170.73401185752
133,4030.7,4140.7,3196.7,4521.4,4558.3,3683.4,3264.8,3261.6,2710.1,4613.7,4635.2,3657.0,26.0,24.0,27.0,26.0,24.0,27.0,26.0,24.0,27.0,26.0,24.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2950.038625687827,2983.977800066867,3264.8,3289.42490379402,3400.3429266121025,3408.0081931792647,3277.11245189701,0.006537702017783718,3404.1755598956834,0.018662017377436065,2967.008212877347
134,130.3,191.7,149.6,166.6,247.3,187.9,99.9,169.6,134.9,141.2,230.6,174.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,153.3991142128573,148.45212303577398,99.9,100.67121755114455,173.4605082017739,162.61893073825038,100.28560877557229,0.027446977389172785,168.03971947001213,0.15244136293594462,150.92561862431563
135,7951.5,8697.7,6963.5,9549.6,10573.9,8464.8,6515.6,7202.5,5803.6,9443.6,10423.3,8411.8,30.0,33.0,32.0,30.0,33.0,32.0,30.0,33.0,32.0,30.0,33.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6514.4877365454295,6710.151838849883,6515.6,6732.993697351195,7814.308194924831,7839.0711838625475,6624.296848675598,0.9422573884610341,7826.689689393689,0.04790222145269639,6612.319787697656
136,3644.6,3970.0,2864.4,4177.7,4656.6,3406.9,2779.6,3098.3,2196.9,3629.2,3915.2,2820.8,24.0,26.0,27.0,24.0,26.0,27.0,24.0,26.0,27.0,24.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2802.3377097033954,2520.467268472083,2779.6,2587.5069598910327,3145.0910345536113,2628.7420047361416,2683.5534799455163,0.9099295638847358,2886.9165196448766,0.5428623313557099,2661.402489087739
137,15086.4,15522.3,11152.6,15993.8,16682.4,11753.4,10467.1,10919.8,7543.2,14497.5,15164.8,10531.5,21.0,22.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9876.696034089382,9762.561818789702,10467.1,10336.267538581573,10850.190192116708,9814.44853335177,10401.683769290787,0.02255623496175808,10332.319362734239,0.5020024803834274,9819.628926439542
138,8150.9,8151.3,4851.8,8202.0,8365.2,4920.0,5265.4,5400.9,3328.9,7811.0,7855.0,4808.9,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4884.9839383975295,5056.771146773654,5265.4,5569.000568640156,4541.914318002809,4481.479518780357,5417.200284320078,0.15677212177482525,4511.696918391583,0.08901788505835515,4970.877542585592
139,4784.8,4918.1,2903.1,5072.0,5336.3,3098.0,3273.2,3581.4,2069.6,4876.1,5218.6,3118.1,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3239.2900214736273,3359.5500835840858,3273.2,3476.507959639773,2859.9289750351018,2905.7999308592466,3374.8539798198863,0.6012282640899642,2882.864452947174,0.061747652798758,3299.4200525288566
140,16992.9,21516.5,13539.0,19779.0,25034.8,15798.0,12831.4,16177.0,10196.7,17205.1,21989.8,13708.2,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],14631.70678432425,14156.255399531929,12831.4,12266.702302331423,14583.976096709017,12774.858603702487,12549.051151165711,0.040020838781866686,13679.417350205753,0.5717172942196735,14393.98109192809
141,4298.3,5252.0,3726.8,4937.8,6138.2,4256.7,3256.2,4032.9,2789.6,4317.4,5341.9,3689.3,26.0,28.0,29.0,26.0,28.0,29.0,26.0,28.0,29.0,26.0,28.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3647.6608945108037,3438.926262119692,3256.2,3078.172200108438,3929.5867230574295,3438.109003854597,3167.186100054219,0.1142378980939093,3683.8478634560133,0.6719823781546299,3543.293578315248
142,9098.7,9031.7,4213.8,10047.3,10145.8,4621.8,6487.6,6609.7,2971.2,9011.9,9231.6,4249.7,17.0,19.0,15.0,17.0,19.0,15.0,17.0,19.0,15.0,17.0,19.0,15.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5978.314417527848,5942.9775325977935,6487.6,6425.204996098863,4266.6299989726385,3960.353409503396,6456.402498049432,0.012254797115890668,4113.4917042380175,0.0498764066518756,5960.64597506282
143,7220.2,8228.8,6115.6,7752.3,8769.0,6517.9,5391.4,6037.1,4484.0,7385.4,8286.3,6146.5,19.0,21.0,19.0,19.0,21.0,19.0,19.0,21.0,19.0,19.0,21.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5460.4115118776,5334.426830491474,5391.4,5265.560978061069,6017.021002705386,5728.00720792353,5328.480489030535,0.5197554503191266,5872.514105314458,0.14722683570737152,5397.419171184537
144,5795.2,6557.1,5166.4,6877.6,8030.6,6312.7,4853.2,5614.1,4293.9,6692.7,7911.3,6031.8,28.0,31.0,30.0,28.0,31.0,30.0,28.0,31.0,30.0,28.0,31.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5077.818202254731,5093.015095285858,4853.2,4771.6873775109425,5827.58994212527,5621.116713048588,4812.443688755471,0.085357048427929,5724.353327586929,0.10044903413274521,5085.416648770294
145,15859.7,15042.2,11204.9,18439.6,17853.4,13445.0,14132.6,13700.2,10370.0,20061.2,19601.3,14831.8,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],12391.500852234598,12618.623587428954,14132.6,14303.012957061057,12411.796342591007,13821.956773201042,14217.806478530529,0.008921797863609398,13116.876557896025,0.5432692540913835,12505.062219831776
146,3893.1,4559.8,4427.1,4296.4,4949.2,4977.7,2815.8,3222.9,3255.9,3941.1,4501.7,4403.6,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2915.035407998926,2898.0352223336677,2815.8,2809.8819793967123,4595.180264374508,4103.774919191745,2812.840989698356,0.03707631026271855,4349.477591783127,0.10702636131902057,2906.5353151662966
147,3578.4,4668.1,3441.7,4274.0,5775.8,4230.1,2820.4,3836.8,2827.3,3627.3,4851.2,3511.2,24.0,21.0,22.0,24.0,21.0,22.0,24.0,21.0,22.0,24.0,21.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3470.2931687021874,3123.0309595453027,2820.4,2586.152318861662,3905.0308448340816,3272.135184000829,2703.2761594308313,0.12179544460428735,3588.583014417455,0.5238635986086984,3296.662064123745
148,5549.6,5231.5,3584.0,6659.4,6227.3,4369.8,5014.4,4823.8,3199.9,6802.6,6573.5,4453.6,26.0,23.0,18.0,26.0,23.0,18.0,26.0,23.0,18.0,26.0,23.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4363.010891155549,4231.78677699766,5014.4,4850.042666525609,4033.9953631724943,4150.370601351702,4932.221333262804,0.02949283987407988,4092.1829822620984,0.14594857924006752,4297.3988340766045
149,7259.1,7440.4,3669.3,8316.0,8433.8,4229.5,5624.7,5611.3,2829.9,7561.7,7536.3,3743.4,28.0,31.0,28.0,28.0,31.0,28.0,28.0,31.0,28.0,28.0,31.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5075.285669708764,4851.603360080241,5624.7,5391.2574062074345,3904.4769528440806,3488.5255319516705,5507.978703103718,0.07815940573399631,3696.5012423978756,0.05662021883403129,4963.444514894502
150,5333.4,5553.7,4997.0,6064.8,6349.8,5840.2,4508.3,4757.6,4335.7,6441.0,6941.6,6173.9,19.0,24.0,23.0,19.0,24.0,23.0,19.0,24.0,23.0,19.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4303.134585961616,4468.756536275493,4508.3,4592.233089567437,5391.4,5753.541641747186,4550.266544783719,0.2604672571800222,5572.470820873593,0.05810229110513716,4385.945561118555
151,3124.7,3454.2,3731.5,3431.4,3736.9,4199.1,2615.0,2942.2,3217.1,3642.6,4096.4,4428.6,26.0,29.0,24.0,26.0,29.0,24.0,26.0,29.0,24.0,26.0,29.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2661.1490202657355,2637.1174189234366,2615.0,2597.0607439929117,3876.413092017397,4127.072760271723,2606.030371996456,0.11219218268055857,4001.7429261445604,0.05676573949638374,2649.133219594586
152,37.1,201.5,253.6,32.9,208.8,267.0,28.9,144.1,188.2,39.3,180.9,237.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,130.33497852637228,116.45702106318957,28.9,28.019680239093347,246.4819355501524,221.42268162411628,28.459840119546673,0.04564323686457622,233.95230858713433,0.03152011465683714,123.39599979478092
153,4977.1,4365.8,3819.0,5540.5,4973.7,4446.6,3792.4,3401.9,3042.9,5072.8,4586.3,4041.9,28.0,25.0,28.0,28.0,25.0,28.0,28.0,24.0,28.0,28.0,25.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3076.9365957589584,2952.497709796055,3792.4,3616.7489546278052,4104.893537892538,3766.7017544466144,3704.5744773139027,0.030232686872853454,3935.797646169576,0.08505227020768505,3014.7171527775067
154,6037.8,7213.4,4976.3,6845.7,8189.9,5542.1,5097.7,5960.8,4031.1,7186.3,8439.0,5805.9,33.0,34.0,32.0,33.0,34.0,32.0,33.0,34.0,32.0,33.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5391.4,5432.729689067201,5097.7,5123.6088575622525,5116.207996301497,5410.597421049902,5110.654428781127,0.01198739299951748,5263.4027086757,0.4948722230548285,5412.064844533601
155,4876.2,4127.0,3886.1,5494.7,4742.9,4406.6,3538.6,3106.7,2814.2,5141.2,4560.2,4076.5,21.0,20.0,23.0,21.0,20.0,23.0,21.0,20.0,23.0,21.0,20.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2809.935307341296,2935.695453025744,3538.6,3665.5160316851584,4067.967405225849,3798.9459665013046,3602.058015842579,0.014681351591798139,3933.4566858635767,0.04419159856281862,2872.8153801835197
156,2289.3,2342.9,2307.3,2626.6,2677.2,2685.5,1820.8,1830.7,1822.5,2401.2,2469.4,2464.7,21.0,21.0,18.0,21.0,21.0,18.0,21.0,21.0,18.0,21.0,21.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],1655.8240471077706,1589.7123704446674,1820.8,1711.9810735397186,2479.128231909866,2296.8875563929264,1766.3905367698594,0.17901718183853582,2388.007894151396,0.050275956360878594,1622.7682087762191
157,5253.5,6802.7,4192.2,6086.0,7798.4,4800.5,4131.8,5239.0,3197.1,5264.3,6763.6,4146.9,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4738.549288686082,4354.1664326312275,4131.8,3753.282511009138,4431.597496661073,3864.552686982524,3942.541255504569,0.1546065445083606,4148.075091821798,0.3785721876833835,4546.357860658654
158,2326.4,2673.5,1789.0,2574.1,2935.2,2025.3,1932.5,2218.1,1491.4,2839.3,3168.2,2151.4,28.0,23.0,32.0,28.0,23.0,32.0,28.0,23.0,31.0,28.0,23.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2006.2180143604883,2039.575091942494,1932.5,2024.3327761541414,1869.662412246156,2004.9190119786356,1978.4163880770707,0.5030704566226802,1937.2907121123958,0.4175371391263267,2022.8965531514912
159,5110.4,6480.4,4508.0,6136.3,7936.9,5625.2,4531.4,5743.0,4172.7,6250.7,7935.7,5785.3,22.0,27.0,20.0,22.0,27.0,20.0,22.0,27.0,20.0,22.0,27.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5194.405146960139,5108.7229521899035,4531.4,4456.555095941496,5192.922036916544,5391.4,4493.977547970748,0.007891508445154202,5292.161018458271,0.3710877331707077,5151.564049575021
160,3243.5,4014.3,2590.9,3562.9,4586.5,3030.1,2500.2,3086.4,2067.8,3440.5,4200.2,2778.9,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2791.5744463830356,2703.9401872283515,2500.2,2452.969716605615,2797.246864833396,2589.6948230860976,2476.5848583028073,0.05521609271514599,2693.470843959747,0.6965271196796428,2747.7573168056933
161,897.7,1030.8,746.0,739.4,850.9,579.9,483.8,556.5,385.0,793.4,931.6,682.4,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,High,High,High,Not Found,High,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,503.34084351093804,599.7311267134738,483.8,565.6695751067853,535.336608335331,635.9378701190949,524.7347875533926,0.7138606994138129,585.637239227213,0.6729777629698676,551.5359851122059
162,3274.7,3089.9,1791.5,3762.9,3524.2,2192.9,2787.9,2641.1,1631.7,3829.8,3619.1,2205.1,22.0,21.0,19.0,22.0,21.0,19.0,22.0,21.0,19.0,22.0,21.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2388.8113239833574,2329.848562353728,2787.9,2730.5285338340896,2024.382908119585,2054.962774618429,2759.214266917045,0.01044176961972787,2039.672841369007,0.024963729703560096,2359.3299431685427
163,2513.1,2707.8,2608.5,2945.8,3116.3,3062.2,2203.1,2419.4,2293.2,2893.6,3205.2,3102.9,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2188.2890148973293,2063.3943831494485,2203.1,2063.0469908356363,2826.8800862984144,2891.6348434826195,2133.073495417818,0.9456602110492588,2859.257464890517,0.02217809266171213,2125.841699023389
