,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F2: 128C  Sample  2  C,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F1: 12       9C  Sample  1  A,normalized Abundance: F1: 128C  Sample  1  C,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 131  Sample  1  B,average_normalized : F1: 12,P VALUE of : F1: 12,average_normalized : F1: 13,P VALUE of : F1: 13,average_normalized_of_CONTROL
119,105.8,24.5,68.2,128.7,34.6,72.4,89.9,20.9,54.4,135.7,23.5,77.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,17.22334793720336,21.75675763937485,89.17532193805422,80.5129532654876,89.9,96.74988825559713,84.84413760177091,0.015049638494247166,93.32494412779857,0.005643365212538923,19.490052788289105
120,5844.2,7669.2,5754.2,6807.3,8789.2,6612.9,4432.2,5785.0,4248.9,5698.1,7577.4,5757.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5391.4,5526.71948682062,4716.730140084822,4447.389427922141,4432.2,4062.5684470834053,4582.059784003482,0.05430098836771045,4247.384223541702,0.06790714663993011,5459.059743410309
121,18292.2,19723.7,12942.3,20618.4,22412.9,14477.1,13501.1,14669.3,9523.4,18885.8,20397.6,13229.7,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,20.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],13865.63868200073,14093.411366923256,14286.343883819562,13920.217804564765,13501.1,13464.98923815443,14103.280844192162,0.6335699261306864,13483.044619077216,0.13617257160593577,13979.525024461993
122,6849.4,6190.7,4418.4,7650.9,6930.8,5119.3,5146.2,4665.9,3345.6,6790.1,6118.9,4383.1,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4352.023676524279,4358.142654536971,5301.254627939853,5212.338583143957,5146.2,4841.130554490273,5256.796605541906,0.030610061939760288,4993.665277245136,0.1491445110674683,4355.083165530625
123,12378.3,11079.7,8738.6,14767.4,13158.0,10388.2,11428.6,10345.4,8258.4,16769.2,14763.9,11626.9,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7788.9603322380435,8273.855983205038,10232.227266418198,9419.787234462996,11428.6,11955.919131435221,9826.007250440598,0.08569423530194624,11692.25956571761,0.009662033859762198,8031.40815772154
124,3493.3,3554.9,2690.9,3855.6,3925.5,2970.7,2564.2,2631.9,2001.8,3530.0,3576.7,2807.1,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2499.0726359985397,2468.3858992302307,2671.5180362421283,2658.3733425550836,2564.2,2516.7804387786136,2664.945689398606,0.027830172013656944,2540.4902193893067,0.2031077679957307,2483.729267614385
125,16622.7,17548.4,9188.8,20436.3,20974.6,11130.0,16261.8,17009.1,8937.0,21611.6,22514.3,11769.5,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12336.41628331508,13188.996785630974,14160.168078653129,12649.741665843296,16261.8,15408.40003702773,13404.954872248212,0.5532926307243342,15835.100018513866,0.03644558871277815,12762.706534473027
126,6247.5,6288.8,4721.3,6612.1,6570.3,5015.0,4616.8,4591.5,3435.9,6574.4,6559.6,4911.1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4420.9873676524285,4131.457361791462,4581.477437347385,4754.297500247011,4616.8,4687.343149208532,4667.887468797198,0.17359329372995347,4652.071574604266,0.21849275072775837,4276.222364721945
127,5247.4,3977.5,2868.7,5777.0,4510.1,3248.3,4308.3,3393.4,2426.2,6176.0,4763.0,3457.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2796.157813070464,2835.9870702122694,4002.8425395193417,3993.22940420907,4308.3,4403.296314418334,3998.0359718642057,0.007076917513673401,4355.798157209167,0.007391367251638474,2816.072441641367
128,6006.4,5293.1,3420.0,6766.5,6066.5,3872.2,4655.1,4196.6,2651.4,6422.2,5594.9,3626.0,31.0,30.0,26.0,31.0,30.0,26.0,31.0,30.0,26.0,31.0,30.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3721.0164476086165,3814.663879169582,4688.460107955276,4570.822329809307,4655.1,4578.829273066292,4629.6412188822915,0.008950648604714206,4616.964636533146,0.005880699573564386,3767.840163389099
129,6194.2,5440.4,3911.8,6955.6,6246.4,4307.8,5273.7,4794.2,3306.6,7310.4,6457.2,4518.6,21.0,22.0,20.0,21.0,22.0,20.0,21.0,22.0,20.0,21.0,22.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3824.567433369843,3927.786442733846,4819.486163732168,4713.736626815532,5273.7,5212.088305849059,4766.611395273851,0.006829901368522346,5242.894152924529,0.004901652554431223,3876.1769380518444
130,2674.4,3673.7,2838.0,2883.0,3905.6,3111.0,2148.8,2880.8,2346.2,3142.2,4205.6,3354.8,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2582.588298649142,2455.8726195474687,1997.610358565737,2035.1969963442345,2148.8,2240.2910749943794,2016.4036774549859,0.06082095209146227,2194.54553749719,0.06254549961590658,2519.2304590983053
131,5067.6,5958.1,4020.9,5544.5,6581.3,4360.6,3635.0,4234.4,2848.4,4824.5,5601.0,3738.4,25.0,28.0,25.0,25.0,28.0,25.0,25.0,28.0,25.0,25.0,28.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4188.50732018985,4138.374250058316,3841.7449299575887,3856.4030431775514,3635.0,3439.71876115791,3849.07398656757,0.03604080525384467,3537.359380578955,0.082269632849222,4163.440785124083
132,20303.1,18237.3,13379.8,22813.2,20679.2,14908.5,15112.6,13747.2,9909.3,20616.9,18496.6,13178.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12820.708707557502,13003.246895264752,15807.10531808251,15450.496611006814,15112.6,14699.20980970391,15628.800964544662,0.015347186335968802,14905.904904851956,0.035417396392107996,12911.977801411127
133,4030.7,4140.7,3196.7,4521.4,4558.3,3683.4,3264.8,3261.6,2710.1,4613.7,4635.2,3657.0,26.0,24.0,27.0,26.0,24.0,27.0,26.0,24.0,27.0,26.0,24.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2910.886400146039,2866.295616981572,3132.84615859144,3067.3304416559627,3264.8,3289.42490379402,3100.0883001237016,0.043426565732938814,3277.11245189701,0.011068992815885604,2888.591008563805
134,130.3,191.7,149.6,166.6,247.3,187.9,99.9,169.6,134.9,141.2,230.6,174.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,134.76391018619933,155.50422439934684,115.43596452898085,99.1572571880249,99.9,100.67121755114455,107.29661085850287,0.1096077406437397,100.28560877557229,0.14423535914861046,145.13406729277307
135,7951.5,8697.7,6963.5,9549.6,10573.9,8464.8,6515.6,7202.5,5803.6,9443.6,10423.3,8411.8,30.0,33.0,32.0,30.0,33.0,32.0,30.0,33.0,32.0,30.0,33.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6114.429116465864,6648.95316771635,6616.850461380285,6051.027862859401,6515.6,6732.993697351195,6333.939162119843,0.9135974432324028,6624.296848675598,0.5252078858177883,6381.691142091107
136,3644.6,3970.0,2864.4,4177.7,4656.6,3406.9,2779.6,3098.3,2196.9,3629.2,3915.2,2820.8,24.0,26.0,27.0,24.0,26.0,27.0,24.0,26.0,27.0,24.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2790.8853596202994,2928.10744576627,2894.698853617787,2773.5114316767113,2779.6,2587.5069598910327,2834.105142647249,0.8078767106395551,2683.5534799455163,0.28681093275794745,2859.496402693285
137,15086.4,15522.3,11152.6,15993.8,16682.4,11753.4,10467.1,10919.8,7543.2,14497.5,15164.8,10531.5,21.0,22.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,10912.080558598029,10490.026983904829,11081.99117337103,11480.62966110068,10467.1,10336.267538581573,11281.310417235854,0.18405652519447951,10401.683769290787,0.3770905752980904,10701.053771251429
138,8150.9,8151.3,4851.8,8202.0,8365.2,4920.0,5265.4,5400.9,3328.9,7811.0,7855.0,4808.9,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5730.313307776561,5260.1048845346395,5683.107929572035,6202.769667028949,5265.4,5569.000568640156,5942.938798300492,0.3306834442692004,5417.200284320078,0.8104511181874539,5495.2090961556005
139,4784.8,4918.1,2903.1,5072.0,5336.3,3098.0,3273.2,3581.4,2069.6,4876.1,5218.6,3118.1,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3457.393775100402,3355.5082598553763,3514.353013751446,3641.1945064716924,3273.2,3476.507959639773,3577.773760111569,0.17569685473070953,3374.8539798198863,0.8150787418572135,3406.451017477889
140,16992.9,21516.5,13539.0,19779.0,25034.8,15798.0,12831.4,16177.0,10196.7,17205.1,21989.8,13708.2,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],15125.965954728003,15742.083125728945,13704.729546330806,12931.460903072819,12831.4,12266.702302331423,13318.095224701812,0.054978012846841395,12549.051151165711,0.020747289405028638,15434.024540228475
141,4298.3,5252.0,3726.8,4937.8,6138.2,4256.7,3256.2,4032.9,2789.6,4317.4,5341.9,3689.3,26.0,28.0,29.0,26.0,28.0,29.0,26.0,28.0,29.0,26.0,28.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3692.123402701716,3859.74941450898,3421.3667806194576,3270.9719000098803,3256.2,3078.172200108438,3346.169340314669,0.0634495637432467,3167.186100054219,0.03832929293263562,3775.936408605348
142,9098.7,9031.7,4213.8,10047.3,10145.8,4621.8,6487.6,6609.7,2971.2,9011.9,9231.6,4249.7,17.0,19.0,15.0,17.0,19.0,15.0,17.0,19.0,15.0,17.0,19.0,15.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6349.229043446514,6379.760452530906,6961.703279784088,6924.03788163225,6487.6,6425.204996098863,6942.87058070817,0.0021578964197147103,6456.402498049432,0.16272745667321725,6364.4947479887105
143,7220.2,8228.8,6115.6,7752.3,8769.0,6517.9,5391.4,6037.1,4484.0,7385.4,8286.3,6146.5,19.0,21.0,19.0,19.0,21.0,19.0,19.0,21.0,19.0,19.0,21.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5784.795326761591,5514.01756473058,5371.513972497109,5494.514415571583,5391.4,5265.560978061069,5433.014194034346,0.33024496831761535,5328.480489030535,0.21496411907831958,5649.406445746085
144,5795.2,6557.1,5166.4,6877.6,8030.6,6312.7,4853.2,5614.1,4293.9,6692.7,7911.3,6031.8,28.0,31.0,30.0,28.0,31.0,30.0,28.0,31.0,30.0,28.0,31.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4609.600602409639,5049.705719617447,4765.440514072741,4410.100820077067,4853.2,4771.6873775109425,4587.770667074904,0.48594743281716557,4812.443688755471,0.9505225026998672,4829.653161013543
145,15859.7,15042.2,11204.9,18439.6,17853.4,13445.0,14132.6,13700.2,10370.0,20061.2,19601.3,14831.8,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],10574.573238408178,11226.361180312571,12776.668736666237,12069.104772255705,14132.6,14303.012957061057,12422.886754460971,0.08774502471241509,14217.806478530529,0.048686629992738796,10900.467209360375
146,3893.1,4559.8,4427.1,4296.4,4949.2,4977.7,2815.8,3222.9,3255.9,3941.1,4501.7,4403.6,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3205.5110989412196,3112.096673664567,2976.9452461123246,2962.617942891018,2815.8,2809.8819793967123,2969.7815945016714,0.14724252108919414,2812.840989698356,0.0843605435618899,3158.8038863028933
147,3578.4,4668.1,3441.7,4274.0,5775.8,4230.1,2820.4,3836.8,2827.3,3627.3,4851.2,3511.2,24.0,21.0,22.0,24.0,21.0,22.0,24.0,21.0,22.0,24.0,21.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3281.645326761592,3631.8693865173777,2961.4244441588485,2723.133761486019,2820.4,2586.152318861662,2842.2791028224337,0.1168311435761859,2703.2761594308313,0.08525229513524574,3456.757356639485
148,5549.6,5231.5,3584.0,6659.4,6227.3,4369.8,5014.4,4823.8,3199.9,6802.6,6573.5,4453.6,26.0,23.0,18.0,26.0,23.0,18.0,26.0,23.0,18.0,26.0,23.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3677.7120299379335,3915.7762094704917,4614.251273615217,4223.201185653592,5014.4,4850.042666525609,4418.726229634404,0.13807723741898645,4932.221333262804,0.021989160920776137,3796.7441197042126
149,7259.1,7440.4,3669.3,8316.0,8433.8,4229.5,5624.7,5611.3,2829.9,7561.7,7536.3,3743.4,28.0,31.0,28.0,28.0,31.0,28.0,28.0,31.0,28.0,28.0,31.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5230.555020080321,5303.241114998832,5762.09772522812,5524.117004248592,5624.7,5391.2574062074345,5643.107364738356,0.1710132498723012,5507.978703103718,0.2662134321030509,5266.898067539576
150,5333.4,5553.7,4997.0,6064.8,6349.8,5840.2,4508.3,4757.6,4335.7,6441.0,6941.6,6173.9,19.0,24.0,23.0,19.0,24.0,23.0,19.0,24.0,23.0,19.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3904.2166301569914,3992.8051924422666,4202.25712890374,4058.67471593716,4508.3,4592.233089567437,4130.46592242045,0.18874008992236666,4550.266544783719,0.010223514931156724,3948.510911299629
151,3124.7,3454.2,3731.5,3431.4,3736.9,4199.1,2615.0,2942.2,3217.1,3642.6,4096.4,4428.6,26.0,29.0,24.0,26.0,29.0,24.0,26.0,29.0,24.0,26.0,29.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2428.281161007667,2349.79270585491,2377.5928492481685,2377.8716925205017,2615.0,2597.0607439929117,2377.732270884335,0.8214497528707574,2606.030371996456,0.10005599547355389,2389.036933431288
152,37.1,201.5,253.6,32.9,208.8,267.0,28.9,144.1,188.2,39.3,180.9,237.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,141.6532493610807,131.29511546536037,22.796177869168485,28.232803082699338,28.9,28.019680239093347,25.51449047593391,0.008838144697328172,28.459840119546673,0.029381625044156427,136.47418241322055
153,4977.1,4365.8,3819.0,5540.5,4973.7,4446.6,3792.4,3401.9,3042.9,5072.8,4586.3,4041.9,28.0,25.0,28.0,28.0,25.0,28.0,28.0,24.0,28.0,28.0,25.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3069.1303030303034,3127.5024702589217,3838.9733581801825,3787.5332674636893,3792.4,3616.7489546278052,3813.2533128219357,0.003163301877916747,3704.5744773139027,0.06748203810475306,3098.3163866446125
154,6037.8,7213.4,4976.3,6845.7,8189.9,5542.1,5097.7,5960.8,4031.1,7186.3,8439.0,5805.9,33.0,34.0,32.0,33.0,34.0,32.0,33.0,34.0,32.0,33.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5070.975428988681,5149.874837881967,4743.3372291479245,4594.717478510029,5097.7,5123.6088575622525,4669.027353828977,0.059353831642690216,5110.654428781127,0.9963594332905781,5110.425133435325
155,4876.2,4127.0,3886.1,5494.7,4742.9,4406.6,3538.6,3106.7,2814.2,5141.2,4560.2,4076.5,21.0,20.0,23.0,21.0,20.0,23.0,21.0,20.0,23.0,21.0,20.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2901.255385177072,2982.3735782598546,3807.2388613288776,3710.7491749827086,3538.6,3665.5160316851584,3758.994018155793,0.006585536288126819,3602.058015842579,0.0205445626940909,2941.8144817184634
156,2289.3,2342.9,2307.3,2626.6,2677.2,2685.5,1820.8,1830.7,1822.5,2401.2,2469.4,2464.7,21.0,21.0,18.0,21.0,21.0,18.0,21.0,21.0,18.0,21.0,21.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],1647.04415845199,1683.4448425472356,1819.95260763398,1742.138978361822,1820.8,1711.9810735397186,1781.0457929979011,0.16282093668426967,1766.3905367698594,0.292871749518117,1665.2445004996127
157,5253.5,6802.7,4192.2,6086.0,7798.4,4800.5,4131.8,5239.0,3197.1,5264.3,6763.6,4146.9,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4782.255878057686,4903.696496384417,4216.9464593239945,3997.8714553897835,4131.8,3753.282511009138,4107.408957356889,0.04773188350852778,3942.541255504569,0.1063216555285661,4842.976187221051
158,2326.4,2673.5,1789.0,2574.1,2935.2,2025.3,1932.5,2218.1,1491.4,2839.3,3168.2,2151.4,28.0,23.0,32.0,28.0,23.0,32.0,28.0,23.0,31.0,28.0,23.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1879.453906535232,1845.6773128061577,1783.5757280555197,1770.3717814445213,1932.5,2024.3327761541414,1776.9737547500204,0.09004352495309646,1978.4163880770707,0.2101804685245053,1862.5656096706948
159,5110.4,6480.4,4508.0,6136.3,7936.9,5625.2,4531.4,5743.0,4172.7,6250.7,7935.7,5785.3,22.0,27.0,20.0,22.0,27.0,20.0,22.0,27.0,20.0,22.0,27.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4555.6809784592915,4990.786407744343,4251.798974424881,3888.9735006422284,4531.4,4456.555095941496,4070.386237533555,0.13520817647308556,4493.977547970748,0.4168873129957176,4773.233693101817
160,3243.5,4014.3,2590.9,3562.9,4586.5,3030.1,2500.2,3086.4,2067.8,3440.5,4200.2,2778.9,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2822.027984665937,2884.0280032656865,2468.7082714304074,2468.2775417448865,2500.2,2452.969716605615,2468.4929065876468,0.05120124863190294,2476.5848583028073,0.013114110112439131,2853.0279939658117
161,897.7,1030.8,746.0,739.4,850.9,579.9,483.8,556.5,385.0,793.4,931.6,682.4,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,High,High,High,Not Found,High,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,724.6460021905805,535.0527478423139,512.325043053592,683.1425155617034,483.8,565.6695751067853,597.7337793076476,0.8250024530643527,524.7347875533926,0.45574430897427176,629.8493750164472
162,3274.7,3089.9,1791.5,3762.9,3524.2,2192.9,2787.9,2641.1,1631.7,3829.8,3619.1,2205.1,22.0,21.0,19.0,22.0,21.0,19.0,22.0,21.0,19.0,22.0,21.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2172.1805220883534,2216.0452390949376,2607.2868603007328,2492.02049204624,2787.9,2730.5285338340896,2549.6536761734865,0.07152300668677031,2759.214266917045,0.0053336600097819735,2194.1128805916455
163,2513.1,2707.8,2608.5,2945.8,3116.3,3062.2,2203.1,2419.4,2293.2,2893.6,3205.2,3102.9,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1903.5665936473167,1959.5544459995333,2041.1240354710192,1912.4489872542238,2203.1,2063.0469908356363,1976.7865113626215,0.6103747782183275,2133.073495417818,0.1775206308192477,1931.560519823425
